bl,Smite 2 Username,Vetted Division,Smite 2 Tracker.gg Link,Discord Username,What was your placement in BSL season 1?,What division do you think you should be placed in?,What is your main Role,What is your secondary Role (If you have one),Are you interested in being a captain?,Availability [Mondays],Availability [Tuesdays],Availability [Wednesdays],Availability [Thursdays],Availability [Fridays],Availability [Saturdays],Availability [Sundays],BSL is a Saturday League;  Do you acknowledge that default will be on Saturday and that you have to the best of your understanding the day available to play? 
12/1/2025 8:30:21,Hademetra,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561198798962830/overview?gamemode=conquest-ranked&season=3,Hademetra,Didn't Play,Enkidu,Jungle,ADC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/10/2025 10:29:52,httpsfroggy,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561199233405204/overview?gamemode=conquest-ranked&season=3,froggy3936,Didn't Play,Ishtar,Jungle,ADC,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/14/2025 16:08:31,huntress0241,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561199674885787/overview?gamemode=conquest-ranked&season=3,huntress0241,Didn't Play,Gilgamesh,Jungle,Mid,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/7/2025 19:52:36,I-Pxseidon,Dropped or Extra Signup,https://tracker.gg/smite2/profile/psn/HxrdleTheTxrtle/overview?gamemode=conquest-ranked&season=3,Scaredofthedark,Didn't Play,Gilgamesh,Jungle,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/14/2025 14:01:59,Kage Oni,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561199095960179/overview?gamemode=conquest-ranked,moros935,Didn't Play,Ishtar,Jungle,Solo,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/16/2025 10:02:14,KamiSokudo,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561198341385349/overview?gamemode=conquest-ranked&season=3,Smoesive,Didn't Play,Enkidu,Jungle,Mid,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,available
12/7/2025 14:16:15,MentalBooming,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561198374944468/overview?gamemode=conquest-ranked&season=3,arrow.mayo,Ishtar,Ishtar,Jungle,Support,No,Yes,No,No,No,Yes,Yes,No,available
12/6/2025 14:59:44,miso-iwnl-,Dropped or Extra Signup,https://tracker.gg/smite2/profile/epic/miso-iwnl-/overview?gamemode=conquest-ranked&season=3,misoiwnl,Didn't Play,Enkidu,Jungle,ADC,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/6/2025 15:01:40,ObsceneDougie,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561198185542525/overview?gamemode=conquest-ranked&season=3,ObsceneDougie,Didn't Play,Ishtar,Jungle,ADC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/16/2025 7:10:07,Omni,Dropped or Extra Signup,tracker.gg/smite2/profile/steam/76561198067631185/,omni26,Didn't Play,,Jungle,Support,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/16/2025 17:39:56,Omni,Dropped or Extra Signup,tracker.gg/smite2/profile/steam/76561198067631185/,omni26,Didn't Play,Enkidu,Jungle,Support,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/15/2025 11:59:10,RelicRemover,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561198154860898/overview,RelicRemover,Didn't Play,,Jungle,Jungle,No,Yes,Yes,Yes,No,No,No,Yes,not available
45992.38066,Thatsjustkarma,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561198877678397/overview?gamemode=conquest-ranked&season=3,Karma,Didn't Play,Gilgamesh,Jungle,Support,No,Yes,Yes,Yes,Yes,Yes,Yes,No,available
12/10/2025 18:14:51,ThunderboltPE,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561198272353893/overview?gamemode=conquest-ranked&season=3,LordFire4,Tiamat ( vetted out),Tiamat,Jungle,Solo,No,No,No,No,No,Yes,Yes,Yes,available
12/2/2025 9:13:30,tresMANIACS,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561198997429289/overview?gamemode=conquest-ranked&season=3,Jacobean,Didn't Play,Tiamat,Jungle,Mid,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/11/2025 7:33:37,TwinkleToes12_,Dropped or Extra Signup,https://tracker.gg/smite2/profile/epic/TwinkleToes12_/overview?gamemode=conquest-ranked&season=3,TwinkleToes12._.,Didn't Play,Tiamat,Jungle,Mid,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/1/2025 8:18:18,xJungleScrub ,Dropped or Extra Signup,https://tracker.gg/smite2/profile/xbl/xJungleScrub/overview?gamemode=conquest-ranked&season=3,Boomer,Enkidu,Enkidu,Jungle,Mid,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/3/2025 9:15:54,受到惩罚 灰色,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561199762219496/overview?gamemode=conquest-ranked&season=3,great.gray,Didn't Play,Tiamat,Jungle,ADC,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,available
12/20/2025 20:37:02,Aríe,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561198981806125/overview?gamemode=conquest-ranked&season=3,awilixs,Didn't Play,Ishtar,Mid,Jungle,No,No,No,No,No,Yes,Yes,No,available
12/6/2025 15:22:36,Billionaire,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561198761099938/overview?gamemode=conquest&season=3,cook11.,Gilgamesh,,Mid,Jungle,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/12/2025 23:29:38,BlueBirdgettv,Dropped or Extra Signup,https://tracker.gg/smite2/profile/epic/BlueBirdgeTTV/overview?gamemode=conquest-ranked&season=3,BlueBird,Ishtar,Ishtar,Mid,ADC,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/11/2025 17:24:56,Cupside,Dropped or Extra Signup,https://tracker.gg/smite2/profile/xbl/Cupside/overview?gamemode=conquest-ranked&season=3,Cupside,Didn't Play,Gilgamesh,Mid,ADC,No,Yes,Yes,Yes,Yes,No,Yes,No,available
12/17/2025 19:12:05,CutLip,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561198364611689/overview?gamemode=conquest-ranked,tncutlip,Didn't Play,Gilgamesh,Mid,Support,No,Yes,Yes,Yes,Yes,No,No,Yes,available
12/7/2025 10:33:27,demeo,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561198363808132/overview?gamemode=conquest-ranked&season=3,demeo,Didn't Play,Ishtar,Mid,ADC,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/26/2025 0:55:49,Diesel,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561199068958671/overview?gamemode=conquest&season=3,heyitsdiesel,Didn't Play,Enkidu,Mid,Jungle,No,No,No,Yes,Yes,No,Yes,No,available
12/18/2025 8:36:25,Duhjayy_,Dropped or Extra Signup,https://tracker.gg/smite2/profile/psn/Duhjayy_/overview?gamemode=conquest-ranked&season=3,Duhjayy,Didn't Play,Gilgamesh,Mid,Support,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/3/2025 18:24:43,Dustbutt,Dropped or Extra Signup,Dustbutt,dUSTBUTT,Didn't Play,Enkidu,Mid,Mid,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/10/2025 15:29:01,elgenero21,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561198926304713/overview?gamemode=conquest-ranked&season=3,Elgenero25,Didn't Play,Gilgamesh,Mid,ADC,No,Yes,Yes,Yes,Yes,Yes,Yes,No,available
12/12/2025 0:21:00,Fiolner,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561198124757164/overview?gamemode=conquest-ranked&season=3,Fiolner,Didn't Play,,Mid,Jungle,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/2/2025 13:36:48,freakitself,Dropped or Extra Signup,freakitself,freakitself,Ishtar,Gilgamesh,Mid,ADC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/12/2025 6:42:33,iipaniq,Dropped or Extra Signup,https://tracker.gg/smite2/profile/xbl/iiPaniq/overview?gamemode=conquest-ranked&season=3,Paniq ,Didn't Play,Gilgamesh,Mid,Jungle,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,available
12/11/2025 18:21:42,iTz So Frosty,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561198312785651/overview?gamemode=conquest-ranked&season=3,nexxah,Didn't Play,Tiamat,Mid,Mid,No,Yes,Yes,Yes,Yes,No,Yes,Yes,available
12/23/2025 11:20:27,ItzReyku,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561198272414688/overview?gamemode=conquest-ranked&season=3,ItzReyku,Didn't Play,Ishtar,Mid,Mid,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/1/2025 12:17:10,Merlin,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561199258542281/overview?gamemode=conquest-ranked&season=3,Merlin,Didn't Play,Tiamat,Mid,,No,No,No,No,No,No,Yes,Yes,available
12/1/2025 12:24:38,MommyMousey,Dropped or Extra Signup,https://tracker.gg/smite2/profile/epic/ScaryCreap/overview,juicywussy,Didn't Play,Enkidu,Mid,Support,No,Yes,Yes,Yes,Yes,No,Yes,Yes,available
12/6/2025 17:58:42,Neo7,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561198800722500/overview?gamemode=conquest-ranked&season=3,izvent,Didn't Play,Tiamat,Mid,Jungle,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/20/2025 19:27:47,Nithemos,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561198838233717/overview?gamemode=conquest-ranked&season=3,Nithemos,Didn't Play,Ishtar,Mid,Jungle,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/2/2025 18:50:00,Nyeoni,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/041a9e5a-6f60-5c4d-a2b6-77ec02a4ad7f,nyeonivai,Didn't Play,Enkidu,Mid,Support,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/11/2025 19:21:45,ODST8685,Dropped or Extra Signup,https://tracker.gg/smite2/profile/xbl/ODST8685/overview?gamemode=conquest-ranked&season=3,Chrispizzuto4699,Didn't Play,Enkidu,Mid,Solo,No,No,No,No,No,No,Yes,Yes,available
12/2/2025 15:25:11,PonyLandYAY,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561198410291387/overview?gamemode=conquest-ranked&season=3,ponyhutchen,Didn't Play,Tiamat,Mid,Mid,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/2/2025 11:57:18,PostKobe,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561199192445014/overview?gamemode=conquest-ranked&season=3,PostKobe,Tiamat ( vetted out),Tiamat,Mid,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/1/2025 12:52:22,PrimeXXI,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561198153948642/overview,primexxi,Didn't Play,Tiamat,Mid,Mid,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,not available
12/1/2025 12:12:47,Sadness,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561198120740469/matches?gamemode=conquest-ranked&season=3,Mylosis,Ishtar,Ishtar,Mid,Mid,No,No,No,No,No,No,Yes,No,available
12/5/2025 19:17:39,Scooby,Dropped or Extra Signup,https://tracker.gg/smite2/profile/xbl/VaIyant,valyant7623,Didn't Play,Ishtar,Mid,Jungle,Yes,No,No,Yes,Yes,No,Yes,Yes,available
12/18/2025 18:54:01,Serinitiy,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561199509325949/overview?gamemode=conquest-ranked&season=3,Serinitiy,Didn't Play,Tiamat,Mid,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/12/2025 13:27:56,shadowlugia420,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561199805139194/overview?gamemode=conquest-ranked&season=3,Shadowlugia27,Didn't Play,Tiamat,Mid,Jungle,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/3/2025 7:16:11,Soviliss,Dropped or Extra Signup,https://tracker.gg/smite2/profile/xbl/Soviliss/overview?gamemode=conquest-ranked&season=3,Soviliss,Didn't Play,,Mid,Support,No,Yes,Yes,No,Yes,No,Yes,No,available
12/6/2025 18:20:33,TheFlash1892,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561199247078228/overview?gamemode=conquest-ranked&season=3,TheFlash1892,Gilgamesh,Enkidu,Mid,ADC,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/19/2025 17:35:43,UncleFable,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561199010979058/overview?gamemode=conquest-ranked&season=3,Fable,Didn't Play,Enkidu,Mid,Solo,No,No,No,No,No,No,Yes,Yes,available
12/7/2025 9:09:02,WailmerEnjoyer,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561199191296486/,imintegrity,Didn't Play,Ishtar,Mid,Fill,No,Yes,Yes,Yes,Yes,No,Yes,Yes,available
12/15/2025 13:02:56,xTooTrillx,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561198217195456/overview?gamemode=conquest-ranked&season=3,xTooTrillx,Didn't Play,Tiamat,Mid,Support,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/4/2025 10:00:51,Aqua ,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561199135803053/overview?gamemode=conquest-ranked&season=3,achillesonetrick,Didn't Play,Ishtar,Solo,Solo,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/1/2025 11:06:56,CritOnIt,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561199493766081/overview?gamemode=conquest-ranked&season=3,castorice.xo,Gilgamesh,Gilgamesh,Solo,Fill,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/2/2025 18:22:39,CrushMyBallsUwU,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561198263125137/overview?gamemode=assault&season=3,SwagMasterUwU,Ishtar,Gilgamesh,Solo,Mid,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/10/2025 14:00:12,DuckgoQuack,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561199860089588/overview?gamemode=conquest-ranked&season=3,princessdollx_,Didn't Play,Enkidu,Solo,Jungle,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/3/2025 5:58:16,Eon,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561198064372767/overview?gamemode=conquest-ranked&season=3,.eon,Didn't Play,Tiamat,Solo,Support,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/12/2025 7:48:36,gumbo,Dropped or Extra Signup,https://tracker.gg/smite2/profile/xbl/gumbooooo9862/matches?gamemode=conquest-ranked&season=3,.gumbo,Didn't Play,Gilgamesh,Solo,Jungle,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/12/2025 7:49:36,gumbo,Dropped or Extra Signup,https://tracker.gg/smite2/profile/xbl/gumbooooo9862/matches?gamemode=conquest-ranked&season=3,.gumbo,Didn't Play,Ishtar,Solo,Mid,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/7/2025 10:41:02,ilphaesn,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561199113985399/overview?gamemode=conquest-ranked&season=3,ilphaesn,Didn't Play,Ishtar,Solo,Jungle,No,Yes,No,Yes,Yes,Yes,Yes,Yes,available
12/6/2025 20:02:42,JinP,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561198407263586/overview?gamemode=conquest-ranked&season=3,jinpov,Didn't Play,Tiamat,Solo,Support,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/21/2025 6:03:50,Jumps4Beef,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/1486cdc4-e4d5-54a3-8452-2049d68b3141,Jumps4Beef,Didn't Play,Ishtar,Solo,,No,No,No,No,Yes,Yes,Yes,No,available
12/1/2025 10:42:44,KingsRook47,Dropped or Extra Signup,https://tracker.gg/smite2/profile/psn/KingsRook47/overview?gamemode=conquest-ranked&season=3,penguinpimp ,Gilgamesh,Gilgamesh,Solo,Support,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/23/2025 21:54:19,KonjikiN0Yami,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561198330706434/overview?gamemode=conquest-ranked&season=3,Yami,Didn't Play,Gilgamesh,Solo,Support,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/1/2025 16:25:09,Mortalcolossus ,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561198437827059/overview?gamemode=conquest-ranked&season=3,Thickums,Didn't Play,Tiamat,Solo,Fill,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,available
12/6/2025 16:44:13,Musician,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561198083452326/overview?gamemode=conquest-ranked&season=3,musician_,Didn't Play,Tiamat,Solo,ADC,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/6/2025 11:17:27,Pacemaker777850,Dropped or Extra Signup,Pacemaker777850,pacemaker5722,Gilgamesh,Enkidu,Solo,Fill,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/1/2025 13:44:17,Portdergree,Dropped or Extra Signup,https://tracker.gg/smite2/profile/xbl/Portdergree/overview?gamemode=conquest-ranked&season=3,Port,Didn't Play,Tiamat,Solo,Solo,No,Yes,Yes,Yes,Yes,Yes,Yes,No,available
12/11/2025 15:06:05,Purjxng,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561198365556414/overview?gamemode=conquest-ranked&season=3,bluekohai,Didn't Play,Tiamat,Solo,Solo,No,Yes,Yes,Yes,Yes,No,Yes,Yes,available
12/3/2025 4:27:38,Six.Point,Dropped or Extra Signup,https://tracker.gg/smite2/profile/xbl/SixPointComx/overview?gamemode=conquest-ranked&season=3,SoxPoint,Enkidu,Enkidu,Solo,ADC,No,Yes,Yes,Yes,Yes,Yes,Yes,No,available
12/2/2025 18:26:00,the_Expert133,Dropped or Extra Signup,https://tracker.gg/smite2/profile/psn/The_Expert133/overview?gamemode=conquest-ranked,the_expert133,Didn't Play,Enkidu,Solo,Mid,No,No,No,No,No,No,Yes,No,available
12/9/2025 8:20:15,TheAngryPeanut0,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561198332380587/overview?gamemode=conquest-ranked&season=3,Peanut611,Didn't Play,Gilgamesh,Solo,Fill,No,No,No,No,Yes,Yes,Yes,Yes,available
12/10/2025 15:31:38,TheAngryPeanut0,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561198332380587/overview?gamemode=conquest-ranked&season=3,peanut611,Didn't Play,Enkidu,Solo,ADC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/2/2025 21:45:15,yasukebp,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561198850227314/overview?gamemode=conquest-ranked&season=3,Bondrewd,Didn't Play,Enkidu,Solo,Jungle,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/1/2025 9:08:24,Yo,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561198085741332/overview?gamemode=conquest-ranked&season=3,Fruitpunchninja,Didn't Play,,Solo,Jungle,No,No,No,Yes,No,No,Yes,Yes,available
12/14/2025 21:22:19,BBL Phyzzy,Dropped or Extra Signup,https://tracker.gg/smite2/profile/epic/BBL%20Phyzzy/overview?gamemode=conquest-ranked&season=3,physicsdzn,Didn't Play,Ishtar,Support,Solo,No,No,No,No,No,No,Yes,Yes,available
12/1/2025 9:02:34,Beann,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561198831401087/overview?gamemode=conquest-ranked&season=3,Beann55,Didn't Play,,Support,ADC,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/9/2025 12:44:09,Booda251999,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561198096985016,montybird9622 or BooDA251999___,Didn't Play,Enkidu,Support,Solo,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/22/2025 17:27:17,captainwaffles2,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561199055248347/overview?gamemode=conquest-ranked&season=3,captainwaffles2,Didn't Play,Tiamat,Support,ADC,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/10/2025 19:37:20,Cαsey,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561198989478688/overview?gamemode=conquest-ranked&season=3,.ciphers,Didn't Play,Gilgamesh,Support,Mid,No,Yes,No,No,Yes,No,Yes,No,available
12/11/2025 6:57:56,Gutta9790,Dropped or Extra Signup,Y'all know me gang come on now,Gutta ,Gilgamesh,Enkidu,Support,Jungle,No,Yes,Yes,Yes,Yes,Yes,Yes,No,available
12/11/2025 18:11:30,Jabber,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561198139807191/overview?gamemode=conquest-ranked&season=3,jabberjawsssss,Didn't Play,Ishtar,Support,Fill,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/1/2025 10:42:33,Kingbalrus,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561199128561666/overview,Kingbalrus,Enkidu,Gilgamesh,Support,ADC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/6/2025 11:07:38,LoneWolfFTW,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561198065247514/overview?gamemode=conquest-ranked&season=3,LoneWolfFTW,Didn't Play,Tiamat,Support,ADC,No,Yes,Yes,Yes,No,Yes,Yes,Yes,available
12/6/2025 14:50:11,MMOODS,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561198063835856/overview?gamemode=conquest-ranked&season=3   https://tracker.gg/smite2/profile/steam/76561199813549308/overview?gamemode=conquest-ranked&season=3 ,MMOODS,Didn't Play,Tiamat,Support,Fill,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/12/2025 11:32:13,n8,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561199007433771/overview?gamemode=conquest-ranked&season=3,vwiv,Didn't Play,Ishtar,Support,Mid,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/1/2025 8:43:29,Off_White,Dropped or Extra Signup,Off_White's SMITE 2 Overview Stats - SMITE 2 Tracker https://share.google/6xCoGo7g17YLjqEmY,Off_White,Enkidu,Enkidu,Support,Fill,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/1/2025 17:04:17,Sirlogan97,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561198081711434/overview?gamemode=conquest-ranked&season=3,Logan,Didn't Play,Tiamat,Support,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/6/2025 21:00:42,Soap,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561198990124116/overview?gamemode=conquest-ranked,yayitogotperks,Tiamat ( vetted out),Tiamat,Support,Fill,No,No,No,No,No,No,No,Yes,available
12/15/2025 19:13:07,Transitive,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561198156426902/gods?gamemode=conquest-ranked&season=3,Transitive,Didn't Play,Tiamat,Support,Solo,No,Yes,No,Yes,Yes,No,Yes,Yes,available
12/18/2025 12:46:51,tree,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561198859371487/overview?gamemode=conquest-ranked&season=3,therealsylvanus,Didn't Play,Ishtar,Support,Jungle,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,available
12/1/2025 10:21:44,VoidPainX,Dropped or Extra Signup,https://tracker.gg/smite2/profile/xbl/VoidPainX/overview?gamemode=conquest-ranked&season=3,VoidPainX,Didn't Play,Tiamat,Support,Fill,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/12/2025 13:04:18,Wattlexp,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561198138764004/overview?gamemode=conquest&season=3,vinsideous,Didn't Play,Enkidu,Support,Jungle,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/6/2025 15:08:59,Xzro,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561198299335669/overview?gamemode=conquest-ranked,Xzro3,Didn't Play,Ishtar,Support,Jungle,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/2/2025 11:38:27,Airborne1315,Drafted Players,https://tracker.gg/smite2/profile/steam/76561199256250213/overview?gamemode=conquest-ranked&season=3,Airborne1315,Gilgamesh,Gilgamesh,ADC,Solo,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/9/2025 10:09:11,BappoNoHacko,Drafted Players,https://tracker.gg/smite2/profile/steam/76561199133825365/overview?gamemode=conquest-ranked&season=3,BAPPONOHACKO288,Didn't Play,Gilgamesh,ADC,Fill,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/6/2025 7:23:17,Bo0tsAndcats,Drafted Players,https://tracker.gg/smite2/profile/steam/76561198153342855/overview?gamemode=conquest-ranked&season=3,bo0tsandcats,Didn't Play,Tiamat,ADC,Support,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/1/2025 14:04:52,Bracking,Drafted Players,https://tracker.gg/smite2/profile/steam/76561198248973952/overview?gamemode=conquest-ranked&season=3,Bracking,Gilgamesh,Gilgamesh,ADC,Fill,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/1/2025 15:35:40,BW4S,Drafted Players,https://tracker.gg/smite2/profile/steam/76561199131205012/overview?gamemode=conquest-ranked&season=3,BathWater4Sale,Didn't Play,Enkidu,ADC,Mid,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/16/2025 19:52:35,"Cinnilyn (i think, it could be different)",Drafted Players,https://tracker.gg/smite2/profile/steam/76561198446048682/overview?gamemode=conquest-ranked&season=3,cinnilyn,Enkidu,Enkidu,ADC,Solo,No,No,No,Yes,Yes,Yes,Yes,No,available
12/6/2025 16:34:29,Cob,Drafted Players,https://tracker.gg/smite2/profile/steam/76561199042754492/overview?gamemode=conquest-ranked&season=3,Cob#5358,Didn't Play,,ADC,Mid,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,available
12/1/2025 9:18:09,Dave0comes ,Drafted Players,https://tracker.gg/smite2/profile/steam/76561199106916757/overview?gamemode=conquest-ranked&season=3,Dave0comes,Enkidu,Enkidu,ADC,Support,No,No,No,Yes,No,Yes,Yes,Yes,available
12/2/2025 18:35:28,DemonicKess,Drafted Players,https://tracker.gg/smite2/profile/steam/76561198912778381/overview?gamemode=conquest-ranked&season=3,Demonic1963,Didn't Play,Gilgamesh,ADC,Mid,No,Yes,No,Yes,No,Yes,Yes,Yes,available
12/1/2025 15:30:44,Dragonflight,Drafted Players,https://tracker.gg/smite2/profile/steam/76561198044983370/overview?gamemode=conquest-ranked&season=3,dragonflightlol,Didn't Play,Ishtar,ADC,Mid,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
